ID,Text
410,"Natural history and epidemiology of respiratory syncytial virus infection in the Middle East: Hospital surveillance for children under age two in Jordan Respiratory syncytial virus (RSV) is the leading cause of bronchiolitis and viral pneumonia in infants and young children worldwide. In the Middle East and Arab countries, the burden of RSV-associated hospitalizations is not well characterized. We sought to determine the burden and clinical/epidemiological characteristics of RSV hospitalization in young children in Amman, Jordan. We investigated risk factors for severity including vitamin D levels. Methods: We conducted viral surveillance with clinical and demographic data in children <2 years admitted with respiratory symptoms and/or fever at the Al-Bashir Government Hospital from March16, 2010 to March 31, 2013. Nasal/throat swabs were obtained and placed into lysis buffer, and frozen at -80. C until testing by real-time RT-PCR for 11 respiratory viruses. Heel stick blood or sera samples for 25-hydroxyvitamin D [25(OH)D] levels were obtained and sent to a central laboratory for mass spectrometry. Results: Of the 3168 children, >80% testing positive for one virus, with RSV the most common virus detected (44%). The RSV-associated hospitalization rate was highest in children <6 months with an annual range of 21.1-25.9 per 1000, compared to 6.0-8.0 in 6-11-month-olds and 1.6-2.5 in 12-23-month-olds. RSV-positive children compared with RSV-negative were more likely to be previously healthy without underlying medical conditions, less likely to be born prematurely, had a higher frequency of supplemental oxygen use, and had lower median vitamin D levels. Risk factors for oxygen use in RSV-positive children included underlying medical conditions, lack of breastfeeding, younger age, and higher viral load. Conclusion: RSV is a major cause of illness in hospitalized Jordanian children and is associated with increased severity compared to other respiratory viruses. Children with RSV in the Middle East would benefit from future RSV vaccines and antiviral therapy. (Halasa N., natasha.halasa@vanderbilt.edu; Vermund S.H., sten.vermund@vanderbilt.edu) Departments of Pediatrics, Vanderbilt University, Nashville, TN, United States. , (Wang L., Li.wang@vanderbilt.edu; Fonnesbeck C., Christopher.fonnebeck@vanderiblt.edu) Department of Biostatistics, Vanderbilt University, Nashville, TN, United States. , (Halasa N., natasha.halasa@vanderbilt.edu; Vermund S.H., sten.vermund@vanderbilt.edu) Institute for Global Health, Vanderbilt University, Nashville, TN, United States. , (Faouri S., samirf1952@yahoo.com) Department of Pediatrics, Al Bashir Hospital, Amman, Jordan. , (Shehabi A., ashehabi@go.com.jo; Khuri-Bulos N., Najwa.Khuri@gmail.com) Department of Pathology-Microbiology at University of Jordan, Amman, Jordan. , (Williams J., jvw@chp.edu) Department of Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States."
411,"Cost of hospitalization associated with respiratory syncytial virus infection versus influenza infection in hospitalized older adults Despite the severity of respiratory syncytial virus (RSV) disease in older adults, data on its costs are limited. We compared hospitalization costs for 2090 adults aged  60 years hospitalized with RSV or influenza by assigning direct health care costs. Hospitalization with RSV was associated with longer hospitalization and increased frequency of diagnosis-related groups for pulmonary complications, resulting in costs at least as great as those for influenza ($16 034 vs $15 163; 95% confidence interval for the difference, $811 to $2547). Awareness of RSV disease burden in adults is needed to facilitate vaccination and treatment when they become available. (Ackerson B., Bradley.K.Ackerson@kp.org; An J.; Sy L.S.; Solano Z.; Slezak J.; Tseng H.-F.) Department of Research and Evaluation, Kaiser Permanente Southern California, Pasadena, CA, United States."
412,"Respiratory syncytial virus Respiratory syncytial virus (RSV) is worldwide a very important virus leading to infection of the respiratory system. In particular preterm babies, infants and elderly adults are prone to developing severe diseases such as bronchiolitis or pneumonia, which require intensive care and cause increased mortality. Although RSV is rapidly detected, preventive and therapeutic measures are limited. New antivirals are already in clinical trials. (Seidenberg J., seidenberg.juergen@klinikum-oldenburg.de) Universitatsklinik fur Kinder- und Jugendmedizin, Klinik fur Padiatrische Pneumologie und Allergologie, Klinikum Oldenburg AoR, Rahel-Straus-Strae 10, Oldenburg, Germany."
413,"Evaluation of a standardised protocol to measure the disease burden of respiratory syncytial virus infection in young children in primary care Background: A better understanding of the burden of respiratory syncytial virus (RSV) infections in primary care is needed for policymakers to make informed decisions regarding new preventive measures and treatments. The aim of this study was to develop and evaluate a protocol for the standardised measurement of the disease burden of RSV infection in primary care in children aged < 5 years. Methods: The standardised protocol was evaluated in Italy and the Netherlands during the 2019/20 winter. Children aged < 5 years who consulted their primary care physician, met the WHO acute respiratory infections (ARI) case definition, and had a laboratory confirmed positive test for RSV (RT-PCR) were included. RSV symptoms were collected at the time of swabbing. Health care use, duration of symptoms and socio-economic impact was measured 14 days after swabbing. Health related Quality of life (HRQoL) was measured using the parent-proxy report of the PedsQLTM4.0 generic core scales (24 years) and PedsQLTM4.0 infant scales (02 years) 30 days after swabbing. The standardised protocol was evaluated in terms of the feasibility of patient recruitment, data collection procedures and whether parents understood the questions. Results: Children were recruited via a network of paediatricians in Italy and a sentinel influenza surveillance network of general practitioners in the Netherlands. In Italy and the Netherlands, 293 and 152 children were swabbed respectively, 119 and 32 tested RSV positive; for 119 and 12 children the Day-14 questionnaire was completed and for 116 and 11 the Day-30 questionnaire. In Italy, 33% of the children had persistent symptoms after 14 days and in the Netherlands this figure was 67%. Parents had no problems completing questions concerning health care use, duration of symptoms and socio-economic impact, however, they had some difficulties scoring the HRQoL of their young children. Conclusion: RSV symptoms are common after 14 days, and therefore, measuring disease burden outcomes like health care use, duration of symptoms, and socio-economic impact is also recommended at Day-30. The standardised protocol is suitable to measure the clinical and socio-economic disease burden of RSV in young children in primary care. (van Summeren J.J.G.T., j.vansummeren@nivel.nl; Hooiveld M.; Korevaar J.C.; Hendriksen J.M.T.; Duckers M.L.A.; Caini S.; Paget J.) Nivel, Netherlands Institute for Health Services Research, P.O. Box 1568, Utrecht, Utrecht, Netherlands. , (Rizzo C.; Pandolfi E.) IRCCS, Bambino Gesu Childrens Hospital, Rome, Italy. , (Duckers M.L.A.) University of Groningen, Faculty of Behavioural and Social Sciences, Groningen, Netherlands. , (Loconsole D.; Chironna M.) Department of Biomedical Sciences and Human Oncology-Hygiene Section, University of Bari, Aldo Moro, Bari, Italy. , (Bangert M.; Demont C.) Sanofi Pasteur, Lyon, France. , (Meijer A.) Centre for Infectious Diseases Research, Diagnostics and laboratory Surveillance, National Institute for Public Health and the Environment (RIVM), Bilthoven, Netherlands."
414,"Hospitalisation, morbidity and outcomes associated with respiratory syncytial virus compared with influenza in adults of all ages Background: Respiratory syncytial virus (RSV) is understood to be a cause of significant disease in older adults and children. Further analysis of RSV in younger adults may reveal further insight into its role as an important pathogen in all age groups. Methods: We identified, through laboratory data, adults who tested positive for either influenza or RSV between January 2017 and June 2019 at a single Australian hospital. We compared baseline demographics, testing patterns, hospitalisations and outcomes between these groups. Results: Of 1128 influenza and 193 RSV patients, the RSV cohort was older (mean age 54.7 vs. 64.9, p < 0.001) and was more comorbid as determined by the Charlson Comorbidity Index (2.4 vs. 3.2, p < 0.001). For influenza hospitalisations, the majority admitted were aged under 65 which was not the case for RSV (61.8% vs. 45.6%, p < 0.001). Testing occurred later in RSV hospitalisations as measured by the proportion tested in the emergency department (ED) (80.3% vs. 69.2%, p < 0.001), and this was strongly associated with differences in presenting phenotype (the presence of fever). RSV was the biggest predictor of 6-month representation, with age and comorbidities predicting this less strongly. Conclusion: RSV is a significant contributor to morbidity and hospitalisation, sometimes outweighing that of influenza, and is not limited to elderly cohorts. Understanding key differences in the clinical syndrome and consequent testing paradigms may allow better detection and potentially treatment of RSV to reduce individual morbidity and health system burden. This growing area of research helps quantify the need for directed therapies for RSV. (Leaver B.A., bleaver@live.com.au; Irving L.) Department of Respiratory Medicine, Royal Melbourne Hospital, Melbourne, VIC, Australia. , (Smith B.J.; Johnson D.F.; Tong S.Y.C.) Victorian Infectious Diseases Service, Royal Melbourne Hospital, Melbourne, VIC, Australia. , (Irving L.; Johnson D.F.) Medicine, Dentistry and Health Sciences, The University of Melbourne, Melbourne, VIC, Australia. , (Johnson D.F.) Department of General Medicine, The Royal Melbourne Hospital, Melbourne, VIC, Australia."
415,"Characteristics and Outcomes Among Adults Aged 60 Years Hospitalized with Laboratory-Confirmed Respiratory Syncytial Virus - RSV-NET, 12 States, July 2022-June 2023 Respiratory syncytial virus (RSV) causes substantial morbidity and mortality in older adults. In May 2023, two RSV vaccines were approved for prevention of RSV lower respiratory tract disease in adults aged 60 years. In June 2023, CDC recommended RSV vaccination for adults aged 60 years, using shared clinical decision-making. Using data from the Respiratory Syncytial Virus-Associated Hospitalization Surveillance Network, a population-based hospitalization surveillance system operating in 12 states, this analysis examined characteristics (including age, underlying medical conditions, and clinical outcomes) of 3,218 adults aged 60 years who were hospitalized with laboratory-confirmed RSV infection during July 2022-June 2023. Among a random sample of 1,634 older adult patients with RSV-associated hospitalization, 54.1% were aged 75 years, and the most common underlying medical conditions were obesity, chronic obstructive pulmonary disease, congestive heart failure, and diabetes. Severe outcomes occurred in 18.5% (95% CI = 15.9%-21.2%) of hospitalized patients aged 60 years. Overall, 17.0% (95% CI = 14.5%-19.7%) of patients with RSV infection were admitted to an intensive care unit, 4.8% (95% CI = 3.5%-6.3%) required mechanical ventilation, and 4.7% (95% CI = 3.6%-6.1%) died; 17.2% (95% CI = 14.9%-19.8%) of all cases occurred in long-term care facility residents. These data highlight the importance of prioritizing those at highest risk for severe RSV disease and suggest that clinicians and patients consider age (particularly age 75 years), long-term care facility residence, and underlying medical conditions, including chronic obstructive pulmonary disease and congestive heart failure, in shared clinical decision-making when offering RSV vaccine to adults aged 60 years. (Havers F.P.) Coronavirus and Other Respiratory Viruses Division, National Center for Immunization and Respiratory Diseases, CDC., . , (Whitaker M.; Melgar M.; Patton M.E.) Coronavirus and Other Respiratory Viruses Division, National Center for Immunization and Respiratory Diseases, CDC, . , (Chatwani B.) Coronavirus and Other Respiratory Viruses Division, National Center for Immunization and Respiratory Diseases, CDC; Eagle Health Analytics, LLC., Atlanta, Georgia, (Chai S.J.) California Emerging Infections Program, Oakland, California; Career Epidemiology Field Officer Program, CDC, (Alden N.B.) Colorado Department of Public Health & Environment, . , (Meek J.) Connecticut Emerging Infections Program, Yale School of Public Health, New Haven, CT, United States. , (Openo K.P.) Emory University School of Medicine, Atlanta, Georgia; Georgia Emerging Infections Program, Georgia Department of Public Health; Atlanta Veterans Affairs Medical Center, Decatur, Georgia, (Ryan P.A.) Maryland Department of Health, . , (Kim S.) Michigan Department of Health & Human Services, . , (Lynfield R.) Minnesota Department of Health, . , (Shaw Y.P.) New Mexico Department of Health, Mexico. , (Barney G.) New York State Department of Health, . , (Tesini B.L.) University of Rochester School of Medicine and Dentistry, Rochester, NY, United States. , (Sutton M.) Public Health Division, Oregon Health Authority, . , (Talbot H.K.) Vanderbilt University Medical Center, Nashville, TN, United States. , (Olsen K.P.) Salt Lake County Health Department, Salt Lake City, UT, United States. , ()"
416,"Respiratory Syncytial Virus Infections in Young Children Presenting to Primary Care in Catalonia during the COVID-19 Pandemic We observed an unusual pattern of respiratory syncytial virus (RSV) in children under 5 years in Catalonia (Spain). We observed a near absence of RSV during winter months and a subsequent surge during the late spring. Primary care electronic health records combined with hospital RSV laboratory confirmation could be used to monitor trends of respiratory pathogens. (Coma E., ecomaredon@gencat.cat; Mendez-Boo L.; Mora N.; Fina F.; Fabregas M.; Medina M.) Sistemes DInformacio Dels Serveis DAtencio Primaria (SISAP), Institut Catala de la Salut (ICS), Barcelona, Spain. , (Vila J.) Hospitalization Unit, Department of Pediatrics, Hospital Universitari Vall DHebron, Barcelona, Spain. , (Anton A.) Respiratory Virus Unit, Virology Section, Microbiology Department, Hospital Universitari Vall DHebron, Barcelona, Spain."
417,"Latitudinal Variations in Seasonal Activity of Influenza and Respiratory Syncytial Virus (RSV): A Global Comparative Review Background: There is limited information on influenza and respiratory syncytial virus (RSV) seasonal patterns in tropical areas, although there is renewed interest in understanding the seasonal drivers of respiratory viruses. Methods: We review geographic variations in seasonality of laboratory-confirmed influenza and RSV epidemics in 137 global locations based on literature review and electronic sources. We assessed peak timing and epidemic duration and explored their association with geography and study settings. We fitted time series model to weekly national data available from the WHO influenza surveillance system (FluNet) to further characterize seasonal parameters. Results: Influenza and RSV activity consistently peaked during winter months in temperate locales, while there was greater diversity in the tropics. Several temperate locations experienced semi-annual influenza activity with peaks occurring in winter and summer. Semi-annual activity was relatively common in tropical areas of Southeast Asia for both viruses. Biennial cycles of RSV activity were identified in Northern Europe. Both viruses exhibited weak latitudinal gradients in the timing of epidemics by hemisphere, with peak timing occurring later in the calendar year with increasing latitude (P<0.03). Time series model applied to influenza data from 85 countries confirmed the presence of latitudinal gradients in timing, duration, seasonal amplitude, and between-year variability of epidemics. Overall, 80% of tropical locations experienced distinct RSV seasons lasting 6 months or less, while the percentage was 50% for influenza. Conclusion: Our review combining literature and electronic data sources suggests that a large fraction of tropical locations experience focused seasons of respiratory virus activity in individual years. Information on seasonal patterns remains limited in large undersampled regions, included Africa and Central America. Future studies should attempt to link the observed latitudinal gradients in seasonality of viral epidemics with climatic and population factors, and explore regional differences in disease transmission dynamics and attack rates. (Bloom-Feshbach K.; Alonso W.J.; Charu V.; Simonsen L.; Miller M.A.; Viboud C., viboudc@mail.nih.gov) Fogarty International Center, National Institutes of Health, Bethesda, MD, United States. , (Bloom-Feshbach K.) Mount Sinai School of Medicine, New York, NY, United States. , (Charu V.) School of Medicine, Johns Hopkins University, Baltimore, MD, United States. , (Tamerius J.) The Department of Environmental Health Sciences, Columbia University, New York, NY, United States. , (Simonsen L.) Department of Global Health, George Washington University School of Public Health and Health Services, Washington, D. C., United States."
418,"Genome-wide study of globally distributed respiratory syncytial virus (RSV) strains implicates diversification utilizing phylodynamics and mutational analysis Respiratory syncytial virus (RSV) is a common respiratory pathogen that causes mild cold-like symptoms and severe lower respiratory tract infections, causing hospitalizations in children, the elderly and immunocompromised individuals. Due to genetic variability, this virus causes life-threatening pneumonia and bronchiolitis in young infants. Thus, we examined 3600 whole genome sequences submitted to GISAID by 31 December 2022 to examine the genetic variability of RSV. While RSVA and RSVB coexist throughout RSV seasons, RSVA is more prevalent, fatal, and epidemic-prone in several countries, including the United States, the United Kingdom, Australia, and China. Additionally, the virus's attachment glycoprotein and fusion protein were highly mutated, with RSVA having higher Shannon entropy than RSVB. The genetic makeup of these viruses contributes significantly to their prevalence and epidemic potential. Several strain-specific SNPs co-occurred with specific haplotypes of RSVA and RSVB, followed by different haplotypes of the viruses. RSVA and RSVB have the highest linkage probability at loci T12844A/T3483C and G13959T/C2198T, respectively. The results indicate that specific haplotypes and SNPs may significantly affect their spread. Overall, this analysis presents a promising strategy for tracking the evolving epidemic situation and genetic variants of RSV, which could aid in developing effective control, prophylactic, and treatment strategies. (Shishir T.A.; Naser I.B.) Department of Mathematics and Natural Sciences, BRAC University, Dhaka, Bangladesh. , (Saha O., otun.saha@nstu.edu.bd; Rajia S.; Masum M.H.U.; Hossen F.; Ahmed F.) Department of Microbiology, Noakhali Science and Technology University, Noakhali, Bangladesh. , (Mondol S.M.; Rahaman M.M.) Department of Microbiology, University of Dhaka, Dhaka, Bangladesh. , (Bahadur N.M.) Department of Chemistry, Noakhali Science and Technology University, Dhaka, Bangladesh. , (Amin M.R.) Department of Microbiology, Noakhali Science and Technology University, Noakhali, Bangladesh."
419,"Characteristics and Outcomes Among Adults Aged 60 Years Hospitalized with Laboratory-Confirmed Respiratory Syncytial Virus  RSV-NET, 12 States, July 2022June 2023 Respiratory syncytial virus (RSV) causes substantial morbidity and mortality in older adults. In May 2023, two RSV vaccines were approved for prevention of RSV lower respiratory tract disease in adults aged 60 years. In June 2023, CDC recommended RSV vaccination for adults aged 60 years, using shared clinical decision-making. Using data from the Respiratory Syncytial VirusAssociated Hospitalization Surveillance Network, a population-based hospitalization surveillance system operating in 12 states, this analysis examined characteristics (including age, underlying medical conditions, and clinical outcomes) of 3,218 adults aged 60 years who were hospitalized with laboratory-confirmed RSV infection during July 2022June 2023. Among a random sample of 1,634 older adult patients with RSV-associated hospitalization, 54.1% were aged 75 years, and the most common underlying medical conditions were obesity, chronic obstructive pulmonary disease, congestive heart failure, and diabetes. Severe outcomes occurred in 18.5% (95% CI = 15.9%21.2%) of hospitalized patients aged 60 years. Overall, 17.0% (95% CI = 14.5%19.7%) of patients with RSV infection were admitted to an intensive care unit, 4.8% (95% CI = 3.5%6.3%) required mechanical ventilation, and 4.7% (95% CI = 3.6%6.1%) died; 17.2% (95% CI = 14.9%19.8%) of all cases occurred in long-term care facility residents. These data highlight the importance of prioritizing those at highest risk for severe RSV disease and suggest that clinicians and patients consider age (particularly age 75 years), long-term care facility residence, and underlying medical conditions, including chronic obstructive pulmonary disease and congestive heart failure, in shared clinical decision-making when offering RSV vaccine to adults aged 60 years. (Havers F.P., wja7@cdc.gov; Whitaker M.; Melgar M.; Chatwani B.; Patton M.E.) Coronavirus and Other Respiratory Viruses Division, National Center for Immunization and Respiratory Diseases, CDC, United States. , (Chatwani B.) Eagle Health Analytics, LLC., Atlanta, GA, United States. , (Chai S.J.) California Emerging Infections Program, Oakland, CA, United States. , (Chai S.J.) Career Epidemiology Field Officer Program, CDC, United States. , (Alden N.B.; Austin E.) Colorado Department of Public Health & Environment, United States. , (Meek J.) Connecticut Emerging Infections Program, Yale School of Public Health, New Haven, CT, United States. , (Openo K.P.) Emory University School of Medicine, Atlanta, GA, United States. , (Openo K.P.) Georgia Emerging Infections Program, Georgia Department of Public Health, United States. , (Openo K.P.) Atlanta Veterans Affairs Medical Center, Decatur, GA, United States. , (Ryan P.A.; Monroe M.) Maryland Department of Health, United States. , (Kim S.; Leegwater L.) Michigan Department of Health & Human Services, United States. , (Lynfield R.; Mumm E.) Minnesota Department of Health, United States. , (Shaw Y.P.) New Mexico Department of Health, United States. , (Barney G.; Rowe A.) New York State Department of Health, United States. , (Tesini B.L.) University of Rochester School of Medicine and Dentistry, Rochester, NY, United States. , (Sutton M.; Novak A.) Public Health Division, Oregon Health Authority, United States. , (Talbot H.K.) Vanderbilt University Medical Center, Nashville, TN, United States. , (Olsen K.P.) Salt Lake County Health Department, Salt Lake City, UT, United States. , (Kirley P.D.) California Emerging Infections Program, United States. , (Kim D.) Connecticut Emerging Infections Program, Yale School of Public Health, United States. , (Surell C.) Emory University School of Medicine, Georgia Emerging Infections Program, Georgia Department of Public Health, Atlanta Veterans Affairs Medical Center, United States. , (Bleecker M.) University of New Mexico Emerging Infections Program, United States. , (Popham K.) University of Rochester School of Medicine and Dentistry, United States. , (Schaffner W.) Vanderbilt University Medical Center, Holly Staten, Salt Lake County Health Department, United States. , ()"
420,"Influence of Immunological Maturity on Respiratory Syncytial Virus-Induced Morbidity in Young Children Respiratory syncytial virus (RSV) is a very frequent viral respiratory pathogen of the young (<5 years old) with a significant portion of young toddlers having been infected before 2 years of age. Although we understand that some of the morbidity associated with RSV in neonates is due to immunological maturation that favors immunosuppression over antiviral innate and/or adaptive immune responses, the rapid development of the immune system right after birth suggests that each age group (newborn, early infant, older infant, toddler, and older) may respond to the virus in different ways. In this study, we summarize the morbidity associated with infection in young children in the context of immunological maturation of monocytes/macrophages and the ramifications for poor innate control of viral pathogenesis. We also summarize key mechanisms that contribute to the diminished antiviral innate immune responses of these young children. (Verhoeven D., davidver@iastate.edu) Veterinary Microbiology and Preventative Medicine, Iowa State University, College of Veterinary Medicine, Ames, IA, United States."
421,"Delayed Admissions to the Pediatric Intensive Care Unit: Progression of Disease or Errors in Emergency Department Management Objectives Few studies have evaluated impact of emergency department (ED) management on delayed transfers to the pediatric intensive care unit (PICU). Our study objectives were to describe patient characteristics of PICU transfers less than or equal to 12 hours of admission and determine the reason for transfer. Methods We conducted a retrospective chart review of patients transferred to PICU less than or equal to 12 hours of admission. We extracted patient demographics, emergency severity index category, ED, floor and PICU length of stay (LOS), and PICU ""significant"" interventions. Charts were reviewed independently by the study principal investigator and a PICU attending who classified transfers as secondary to progression of disease or error in ED management. Furthermore, errors were classified as diagnostic, management, or disposition errors. Results A total of 164 patients met inclusion criteria. Most were male (86/164, 52.4%), with emergency severity index category 2 (116/164, 70.7%) and respiratory diagnosis (98/164, 59.8%). Most transfers (136/164, 82.9%) resulted from progression of illness. No significant interventions were performed in 48.8% (80/164) of patients. Of 164 transfers, 28 (17.1%) resulted from ED error, and half of these were management errors. Compared with disease progression, the ED error group had a significantly shorter median floor LOS {3.45 [interquartile range (IQR): 2.15, 7.56] vs 6.58 (IQR: 3.70, 9.20); P = 0.005}, more PICU interventions [1.5 (IQR: 0, 4) vs 0 (IQR: 0, 2); P = 0.006], and longer PICU LOS [2.50 (IQR: 1.09, 4.25) vs 1.36 (IQR: 0.80, 2.50); P = 0.013]. Conclusions Most PICU transfers less than or equal to 12 hours after admission result from illness progression. Half of these do not require significant interventions. The PICU transfers after ED management error had significantly shorter floor LOS, longer PICU LOS, and more interventions. (Czolgosz T., thomasczolgosz@gmail.com; Kannikeswaran N.) Division of Emergency Medicine, Carman and Ann Adams Department of Pediatrics, Children's Hospital of Michigan, 3901 Beaubien Street, Detroit, MI, United States. , (Cashen K.) Division of Critical Care Medicine, Carman and Ann Adams Department of Pediatrics, Children's Hospital of Michigan, Detroit, MI, United States. , (Farooqi A.) Children's Research Center of Michigan, Children's Hospital Michigan, Wayne State University, Detroit, MI, United States."
422,"Nosocomial transmission of respiratory syncytial virus in neonatal intensive care and intermediate care units: A prospective epidemiologic study To test the hypothesis that a considerable number of preterm infants acquire respiratory syncytial virus (RSV) within the hospital during the postnatal stay, a prospective epidemiologic survey was performed. Nasopharyngeal swabs were taken twice weekly for a period of 8 weeks from preterm infants, medical/nursing staff, and parents during the peak of RSV season 2007/2008 and tested for RSV by polymerase chain reaction. Of 1002 samples, only 4 tested positive (2 from a patient, 2 from staff). Sequence analyses of the G protein demonstrated that nosocomial transmission did not occurr between these individuals.  2010 by Lippincott Williams & Wilkins. (Berger A., angelika.berger@meduniwien.ac.at; Obwegeser E.; Langgartner M.) Department of General Pediatrics, Neonatology Medical University Vienna, Waehringerguertel 18-20, A-1090 Vienna, Austria. , (Aberle S.W.; Popow-Kraupp T.) Department of Neonatology and Virology, Medical University Vienna, Austria."
423,"Outbreaks in the neonatal ICU: A review of the literature Purpose of review: Neonates in the neonatal ICU (NICU) are uniquely vulnerable to colonization and infection with pathogens such as multidrug resistant Gram-negative bacteria, which in turn are associated with increased infectionrelated morbidities and higher case-fatality rates. We reviewed the English, French, and German language literature published between 2015 and 2017, for reports of NICU outbreaks. Recent findings: A total of 39 outbreaks in NICUs were reported with Gram-negative bacteria (n=21; 54%) causing most, and extended spectrum beta-lactamase-producing organisms being the most frequent resistance mechanism reported (n=5). Five viral outbreaks were reported (respiratory syncytial virus=3). A significant proportion of outbreaks (33%) did not identify a source. Whole genome sequencing was used more (n=6 reports). The most common described infection prevention and control interventions included staff and parent education on hand hygiene, patient isolation, additional contact precautions, including discontinuation of 'kangaroo care', and cohorting. Reporting and publication bias are likely common. Summary: NICUs must be vigilant in identifying outbreaks, conduct comprehensive investigations, and implement targeted infection prevention and control strategies. Molecular epidemiology capacities are an essential element in outbreak investigation. More studies are needed to determine the added value of active colonization screening and their impact on outbreak development. (Johnson J.) Division of Maternal-Fetal Medicine, Department of Paediatrics, Johns Hopkins University, Baltimore, MD, United States. , (Quach C., c.quach@umontreal.ca) Infection Prevention and Control Unit, Department of Medical Microbiology, CHU Sainte-Justine, 3175 Cote Sainte-Catherine, Montreal, QC, Canada. , (Quach C., c.quach@umontreal.ca) Department of Microbiology, Infectious Diseases, and Immunology, University of Montreal, Montreal, QC, Canada."
424,"Olfactomedin 4 serves as a marker for disease severity in pediatric respiratory syncytial virus (RSV) infection Background: Respiratory viral infections follow an unpredictable clinical course in young children ranging from a common cold to respiratory failure. The transition from mild to severe disease occurs rapidly and is difficult to predict. The pathophysiology underlying disease severity has remained elusive. There is an urgent need to better understand the immune response in this disease to come up with biomarkers that may aid clinical decision making. Methods: In a prospective study, flow cytometric and genome-wide gene expression analyses were performed on blood samples of 26 children with a diagnosis of severe, moderate or mild Respiratory Syncytial Virus (RSV) infection. Differentially expressed genes were validated using Q-PCR in a second cohort of 80 children during three consecutive winter seasons. FACS analyses were also performed in the second cohort and on recovery samples of severe cases in the first cohort. Results: Severe RSV infection was associated with a transient but marked decrease in CD4+ T, CD8+ T, and NK cells in peripheral blood. Gene expression analyses in both cohorts identified Olfactomedin4 (OLFM4) as a fully discriminative marker between children with mild and severe RSV infection, giving a PAM cross-validation error of 0%. Patients with an OLFM4 gene expression level above -7.5 were 6 times more likely to develop severe disease, after correction for age at hospitalization and gestational age. Conclusion: By combining genome-wide expression profiling of blood cell subsets with clinically wellannotated samples, OLFM4 was identified as a biomarker for severity of pediatric RSV infection. (Brand H.K.; Ahout I.M.L.; Van Diepen A.; Zaalberg M.; Roeleveld N.; De Groot R.; Warris A.; Hermans P.W.M.; Ferwerda G., Gerben.ferwerda@radboudumc.nl) Laboratory of Pediatric Infectious Diseases, Department of Pediatrics, Radboud University Medical Center, Nijmegen, Netherlands. , (Brand H.K.; Ahout I.M.L.; Van Diepen A.; De Groot R.; Warris A.; Hermans P.W.M.; Ferwerda G., Gerben.ferwerda@radboudumc.nl) Radboud Institute for Molecular Life Sciences, Radboud University Medical Center, Nijmegen, Netherlands. , (De Ridder D.) Delft Bioinformatics Lab, Faculty of Electrical Engineering, Mathematics and Computer Science, Delft University of Technology, Delft, Netherlands. , (Li Y.) Department of Bioinformatics, Erasmus University Medical Center, Rotterdam, Netherlands. , (Andeweg A.) Department of Virology, Erasmus University Medical Center, Rotterdam, Netherlands. , (Roeleveld N.) Department for Health Evidence, Radboud University Medical Center, Nijmegen, Netherlands. , (Staal F.J.T.) Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, Leiden, Netherlands. , (Staal F.J.T.) Department of Immunology, Erasmus University Medical Center, Rotterdam, Netherlands."
425,"Factors related to compliance with palivizumab prophylaxis for respiratory syncytial virus (RSV) infection - data from Poland AIM: To evaluate compliance and health outcomes in children receiving palivizumab prophylaxis and to identify factors that could impact parental compliance with the recommended regimen of palivizumab immunoprophylaxis.MATERIAL AND METHODS: A retrospective, multicentre, non-interventional study of children enrolled in the Polish National Programme for Respiratory Syncytial Virus (RSV) Immunoprophylaxis who received 1 dose of palivizumab during two consecutive RSV seasons (I: 2008-2009, II: 2009-2010). For each child qualified to receive palivizumab, the following data were collected: sociodemographic factors, clinical characteristics at enrolment, and in the course of palivizumab prophylaxis.RESULTS: One thousand twenty-one infants were enrolled into the Registry at 29 sites across Poland and received a total of 3,241 palivizumab injections (average: 3.2 doses per child). The incidence of adverse reactions was 3.33%; nervousness was the most frequently reported event (1.23%). Overall, 771 (75.5%) children received all of their expected injections, whereas 635 (62.2%) children received their injections within the appropriate interdose interval. Compliance was lower in male infants. None of the other demographic, social, or clinical factors seemed to impact compliance. Non-compliant children had a higher rate of hospitalisation due to respiratory illness (22% vs 9.9%, p<0.0001, and 18.4% vs 9.5%, p<0.0001, for compliance defined by the number of expected injections received and by the interdose interval, respectively).CONCLUSIONS: Palivizumab prophylaxis was conducted in accordance with recommendations and was well tolerated in at-risk infants. Non-compliance was higher among male infants and was related with a higher rate of hospitalisation due to respiratory illness. (Borecka R., r.borecka@upcpoczta.pl) Pediatric Unit, Independent Public Health Care Center, Myslenice, e-mail:, (Lauterbach R.) Department of Neonatology, Jagiellonian University Medical College, (Helwich E.) Neonatology and Intensive Care Department, the Institute of Mother and Child, Warsaw"
